
number of features,14
Device,CPU
Number of CPUs,1
Number of GPUs,
Log Loss - mean,0.52383
Log Loss - std,0.00407
AUC - mean,0.89814
AUC - std,0.00399
Accuracy - mean,0.75919
Accuracy - std,0.00005
F1 score - mean,0.75919
F1 score - std,0.00005
Train time,0.075668
Test time,0.004524
Best Parameters,"{'num_leaves': 24, 'lambda_l2': 0.00015, 'lambda_l1': 6.1e-05, 'learning_rate': 0.024, 'verbosity': -1, 'num_threads': 1, 'objective': 'binary', 'metric': 'auc'}"
Train energy,6529341.200000
Test energy,309411.000000

Timestamp,2024-06-05 16:36:39.104094
Model Name,RandomForest
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,1
Number of GPUs,
Log Loss - mean,0.29999
Log Loss - std,0.00625
AUC - mean,0.91772
AUC - std,0.00474
Accuracy - mean,0.86186
Accuracy - std,0.00547
F1 score - mean,0.86186
F1 score - std,0.00547
Train time,1.553072
Test time,0.054501
Best Parameters,"{'max_depth': 12, 'n_estimators': 85}"
Train energy,108553945.800000
Test energy,3802212.000000

Timestamp,2024-06-05 16:36:40.500327
Model Name,DecisionTree
Dataset,CaliforniaHousing
Objective,regression
number of features,8
Device,CPU
Number of CPUs,1
Number of GPUs,
MSE - mean,0.30331
MSE - std,0.01676
R2 - mean,0.77214
R2 - std,0.01102
Train time,0.860793
Test time,0.005617
Best Parameters,{'max_depth': 10}
Train energy,61190651.400000
Test energy,370153.000000

Timestamp,2024-06-05 16:36:40.931758
Model Name,LightGBM
Dataset,CaliforniaHousing
Objective,regression
number of features,8
Device,CPU
Number of CPUs,1
Number of GPUs,
MSE - mean,1.01970
MSE - std,0.03027
R2 - mean,0.23398
R2 - std,0.00411
Train time,0.037978
Test time,0.000899
Best Parameters,"{'num_leaves': 34, 'lambda_l2': 0.0013, 'lambda_l1': 2.6e-05, 'learning_rate': 0.071, 'verbosity': -1, 'num_threads': 1, 'objective': 'regression', 'metric': 'mse'}"
Train energy,2911186.200000
Test energy,55395.400000

Timestamp,2024-06-05 16:36:44.534609
Model Name,RandomForest
Dataset,CaliforniaHousing
Objective,regression
number of features,8
Device,CPU
Number of CPUs,1
Number of GPUs,
MSE - mean,0.29619
MSE - std,0.01336
R2 - mean,0.77743
R2 - std,0.00962
Train time,0.709319
Test time,0.003688
Best Parameters,"{'max_depth': 12, 'n_estimators': 7}"
Train energy,50047247.200000
Test energy,242492.000000

Timestamp,2024-06-05 16:37:01.210818
Model Name,LightGBM
Dataset,Covertype
Objective,classification
number of features,54
Device,CPU
Number of CPUs,1
Number of GPUs,
Log Loss - mean,1.01863
Log Loss - std,0.00050
AUC - mean,0.94585
AUC - std,0.00092
Accuracy - mean,0.51061
Accuracy - std,0.00819
F1 score - mean,0.36806
F1 score - std,0.01672
Train time,2.516789
Test time,0.101599
Best Parameters,"{'num_leaves': 56, 'lambda_l2': 0.168, 'lambda_l1': 1.8e-07, 'learning_rate': 0.0318, 'verbosity': -1, 'num_threads': 1, 'objective': 'multiclass', 'num_class': 7, 'metric': 'multiclass'}"
Train energy,180342776.000000
Test energy,7262078.400000

Timestamp,2024-06-05 17:26:27.549225
Model Name,LightGBM
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,2
Number of GPUs,
Log Loss - mean,0.52383
Log Loss - std,0.00407
AUC - mean,0.89814
AUC - std,0.00399
Accuracy - mean,0.75919
Accuracy - std,0.00005
F1 score - mean,0.75919
F1 score - std,0.00005
Train time,0.102764
Test time,0.009186
Best Parameters,"{'num_leaves': 24, 'lambda_l2': 0.00015, 'lambda_l1': 6.1e-05, 'learning_rate': 0.024, 'verbosity': -1, 'num_threads': 2, 'objective': 'binary', 'metric': 'auc'}"
Train energy,3943727.600000
Test energy,325548.200000

Timestamp,2024-06-05 17:26:28.691991
Model Name,XGBoost
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,2
Number of GPUs,
Log Loss - mean,0.49846
Log Loss - std,0.00107
AUC - mean,0.88848
AUC - std,0.00497
Accuracy - mean,0.75919
Accuracy - std,0.00005
F1 score - mean,0.75919
F1 score - std,0.00005
Train time,0.083351
Test time,0.011038
Best Parameters,"{'max_depth': 5, 'lambda': 0.354, 'alpha': 0.132, 'eta': 0.054, 'verbosity': 1, 'nthread': 2, 'objective': 'binary:logistic', 'eval_metric': 'auc'}"
Train energy,3289237.400000
Test energy,372826.200000

Timestamp,2024-06-05 17:26:29.254512
Model Name,KNN
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,2
Number of GPUs,
Log Loss - mean,0.48028
Log Loss - std,0.02546
AUC - mean,0.86272
AUC - std,0.00453
Accuracy - mean,0.82298
Accuracy - std,0.00630
F1 score - mean,0.82298
F1 score - std,0.00630
Train time,0.026708
Test time,1.137882
Best Parameters,{'n_neighbors': 25}
Train energy,1728975.000000
Test energy,37112283.000000


Timestamp,2024-06-05 17:26:30.139551
Model Name,LightGBM
Dataset,CaliforniaHousing
Objective,regression
number of features,8
Device,CPU
Number of CPUs,2
Number of GPUs,
MSE - mean,1.01970
MSE - std,0.03027
R2 - mean,0.23398
R2 - std,0.00411
Train time,0.044924
Test time,0.001835
Best Parameters,"{'num_leaves': 34, 'lambda_l2': 0.0013, 'lambda_l1': 2.6e-05, 'learning_rate': 0.071, 'verbosity': -1, 'num_threads': 2, 'objective': 'regression', 'metric': 'mse'}"
Train energy,1568855.600000
Test energy,70300.400000

Timestamp,2024-06-05 17:26:30.248449
Model Name,RandomForest
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,2
Number of GPUs,
Log Loss - mean,0.29996
Log Loss - std,0.00672
AUC - mean,0.91777
AUC - std,0.00496
Accuracy - mean,0.86094
Accuracy - std,0.00522
F1 score - mean,0.86094
F1 score - std,0.00522
Train time,1.559516
Test time,0.060840
Best Parameters,"{'max_depth': 12, 'n_estimators': 85}"
Train energy,53756222.400000
Test energy,2294586.400000

Timestamp,2024-06-05 17:26:31.708277
Model Name,LinearModel
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,2
Number of GPUs,
Log Loss - mean,0.38438
Log Loss - std,0.00573
AUC - mean,0.85342
AUC - std,0.00447
Accuracy - mean,0.82405
Accuracy - std,0.00323
F1 score - mean,0.82405
F1 score - std,0.00323
Train time,0.021397
Test time,0.005147
Best Parameters,{}
Train energy,77073350.000000
Test energy,592894.000000

Timestamp,2024-06-05 17:26:32.292556
Model Name,KNN
Dataset,CaliforniaHousing
Objective,regression
number of features,8
Device,CPU
Number of CPUs,2
Number of GPUs,
MSE - mean,0.42496
MSE - std,0.02172
R2 - mean,0.68087
R2 - std,0.01041
Train time,0.013484
Test time,0.324717
Best Parameters,{'n_neighbors': 11}
Train energy,881247.600000
Test energy,10911361.200000

Timestamp,2024-06-05 17:26:33.642320
Model Name,LinearModel
Dataset,CaliforniaHousing
Objective,regression
number of features,8
Device,CPU
Number of CPUs,2
Number of GPUs,
MSE - mean,0.52853
MSE - std,0.01788
R2 - mean,0.60292
R2 - std,0.00885
Train time,0.003665
Test time,0.000330
Best Parameters,{}
Train energy,824863.600000
Test energy,14294.400000

Timestamp,2024-06-05 17:26:34.267045
Model Name,RandomForest
Dataset,CaliforniaHousing
Objective,regression
number of features,8
Device,CPU
Number of CPUs,2
Number of GPUs,
MSE - mean,0.29896
MSE - std,0.00908
R2 - mean,0.77527
R2 - std,0.00839
Train time,0.718159
Test time,0.005397
Best Parameters,"{'max_depth': 12, 'n_estimators': 7}"
Train energy,30619599.600000
Test energy,755808.800000


Timestamp,2024-06-05 17:26:45.307057
Model Name,LightGBM
Dataset,Covertype
Objective,classification
number of features,54
Device,CPU
Number of CPUs,2
Number of GPUs,
Log Loss - mean,1.01863
Log Loss - std,0.00050
AUC - mean,0.94585
AUC - std,0.00092
Accuracy - mean,0.51061
Accuracy - std,0.00819
F1 score - mean,0.36806
F1 score - std,0.01672
Train time,2.752525
Test time,0.198271
Best Parameters,"{'num_leaves': 56, 'lambda_l2': 0.168, 'lambda_l1': 1.8e-07, 'learning_rate': 0.0318, 'verbosity': -1, 'num_threads': 2, 'objective': 'multiclass', 'num_class': 7, 'metric': 'multiclass'}"
Train energy,101867268.000000
Test energy,6747285.200000

Timestamp,2024-06-05 17:26:50.591521
Model Name,XGBoost
Dataset,Covertype
Objective,classification
number of features,54
Device,CPU
Number of CPUs,2
Number of GPUs,
Log Loss - mean,1.40157
Log Loss - std,0.00055
AUC - mean,0.97739
AUC - std,0.00065
Accuracy - mean,0.86868
Accuracy - std,0.00081
F1 score - mean,0.86713
F1 score - std,0.00078
Train time,4.035987
Test time,0.292206
Best Parameters,"{'max_depth': 12, 'lambda': 0.164, 'alpha': 0.737, 'eta': 0.096, 'verbosity': 1, 'nthread': 2, 'objective': 'multi:softprob', 'num_class': 7, 'eval_metric': 'mlogloss'}"
Train energy,154143159.800000
Test energy,9976024.600000

Timestamp,2024-06-05 17:27:10.814016
Model Name,SVM
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,1
Number of GPUs,
Log Loss - mean,0.40084
Log Loss - std,0.00824
AUC - mean,0.84863
AUC - std,0.00501
Accuracy - mean,0.82329
Accuracy - std,0.00633
F1 score - mean,0.82329
F1 score - std,0.00633
Train time,571.817872
Test time,33.175593
Best Parameters,"{'C': 0.1, 'kernel': 'linear', 'degree': 3, 'gamma': 'scale', 'coef0': 0.0, 'shrinking': True, 'probability': False, 'tol': 0.01, 'cache_size': 200, 'class_weight': 'None', 'max_iter': 1000, 'decision_function_shape': 'ovr', 'break_ties': False, 'random_state': 221}"
Train energy,38771900121.199997
Test energy,2249095707.000000

Timestamp,2024-06-05 17:27:20.832152
Model Name,KNN
Dataset,Covertype
Objective,classification
number of features,54
Device,CPU
Number of CPUs,2
Number of GPUs,
Log Loss - mean,0.79400
Log Loss - std,0.01093
AUC - mean,0.90297
AUC - std,0.00273
Accuracy - mean,0.70198
Accuracy - std,0.00249
F1 score - mean,0.68669
F1 score - std,0.00465
Train time,0.025005
Test time,8.360469
Best Parameters,{'n_neighbors': 41}
Train energy,1568587.200000
Test energy,531621222.000000

Timestamp,2024-06-05 17:27:34.252119
Model Name,ModelTree
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,2
Number of GPUs,
Log Loss - mean,0.31334
Log Loss - std,0.00642
AUC - mean,0.90779
AUC - std,0.00438
Accuracy - mean,0.85283
Accuracy - std,0.00523
F1 score - mean,0.85283
F1 score - std,0.00523
Train time,0.029519
Test time,0.020013
Best Parameters,"{'criterion': 'gradient-renorm-z', 'max_depth': 3}"
Train energy,1465679316.600000
Test energy,7616679.800000

Timestamp,2024-06-05 17:27:35.702220
Model Name,LinearModel
Dataset,Covertype
Objective,classification
number of features,54
Device,CPU
Number of CPUs,2
Number of GPUs,
Log Loss - mean,0.62992
Log Loss - std,0.00084
AUC - mean,0.92819
AUC - std,0.00027
Accuracy - mean,0.72426
Accuracy - std,0.00057
F1 score - mean,0.71407
F1 score - std,0.00050
Train time,0.159238
Test time,0.032616
Best Parameters,{}
Train energy,1147747757.600000
Test energy,3387833.200000

Timestamp,2024-06-05 17:27:45.531386
Model Name,RandomForest
Dataset,Covertype
Objective,classification
number of features,54
Device,CPU
Number of CPUs,2
Number of GPUs,
Log Loss - mean,0.56969
Log Loss - std,0.00365
AUC - mean,0.96182
AUC - std,0.00083
Accuracy - mean,0.78212
Accuracy - std,0.00331
F1 score - mean,0.77318
F1 score - std,0.00318
Train time,25.011664
Test time,0.358925
Best Parameters,"{'max_depth': 12, 'n_estimators': 48}"
Train energy,976088528.800000
Test energy,15135617.800000

Timestamp,2024-06-05 17:27:59.240480
Model Name,ModelTree
Dataset,CaliforniaHousing
Objective,regression
number of features,8
Device,CPU
Number of CPUs,2
Number of GPUs,
MSE - mean,0.36128
MSE - std,0.02349
R2 - mean,0.72852
R2 - std,0.01697
Train time,0.011739
Test time,0.008480
Best Parameters,"{'criterion': 'gradient-renorm-z', 'max_depth': 3}"
Train energy,658777048.800000
Test energy,5746079.200000

Timestamp,2024-06-05 17:31:02.481604
Model Name,SVM
Dataset,CaliforniaHousing
Objective,regression
number of features,8
Device,CPU
Number of CPUs,1
Number of GPUs,
MSE - mean,0.40271
MSE - std,0.02093
R2 - mean,0.69761
R2 - std,0.00904
Train time,0.021310
Test time,0.010868
Best Parameters,"{'C': 0.1, 'kernel': 'linear', 'degree': 3, 'gamma': 'scale', 'coef0': 0.0, 'shrinking': True, 'probability': False, 'tol': 0.01, 'cache_size': 200, 'class_weight': 'None', 'max_iter': 1000, 'decision_function_shape': 'ovr', 'break_ties': False, 'random_state': 221}"
Train energy,2605368818.800000
Test energy,896625817.200000

Timestamp,2024-06-05 17:52:47.670678
Model Name,SVM
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,2
Number of GPUs,
Log Loss - mean,0.40187
Log Loss - std,0.00912
AUC - mean,0.84822
AUC - std,0.00518
Accuracy - mean,0.82322
Accuracy - std,0.00634
F1 score - mean,0.82322
F1 score - std,0.00634
Train time,0.099376
Test time,0.027090
Best Parameters,"{'C': 0.1, 'kernel': 'linear', 'degree': 3, 'gamma': 'scale', 'coef0': 0.0, 'shrinking': True, 'probability': False, 'tol': 0.01, 'cache_size': 200, 'class_weight': 'None', 'max_iter': 1000, 'decision_function_shape': 'ovr', 'break_ties': False, 'random_state': 221}"
Train energy,-28725582199.400002
Test energy,1353057168.400000

Timestamp,2024-06-05 17:56:40.682202
Model Name,SVM
Dataset,CaliforniaHousing
Objective,regression
number of features,8
Device,CPU
Number of CPUs,2
Number of GPUs,
MSE - mean,0.40293
MSE - std,0.02024
R2 - mean,0.69743
R2 - std,0.00858
Train time,0.020314
Test time,0.010808
Best Parameters,"{'C': 0.1, 'kernel': 'linear', 'degree': 3, 'gamma': 'scale', 'coef0': 0.0, 'shrinking': True, 'probability': False, 'tol': 0.01, 'cache_size': 200, 'class_weight': 'None', 'max_iter': 1000, 'decision_function_shape': 'ovr', 'break_ties': False, 'random_state': 221}"
Train energy,2470187682.800000
Test energy,824164247.400000

Timestamp,2024-06-05 19:04:52.394756
Model Name,LightGBM
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,3
Number of GPUs,
Log Loss - mean,0.52383
Log Loss - std,0.00407
AUC - mean,0.89814
AUC - std,0.00399
Accuracy - mean,0.75919
Accuracy - std,0.00005
F1 score - mean,0.75919
F1 score - std,0.00005
Train time,0.126646
Test time,0.013639
Best Parameters,"{'num_leaves': 24, 'lambda_l2': 0.00015, 'lambda_l1': 6.1e-05, 'learning_rate': 0.024, 'verbosity': -1, 'num_threads': 3, 'objective': 'binary', 'metric': 'auc'}"
Train energy,3232316.000000
Test energy,274339.800000

Timestamp,2024-06-05 19:04:52.490697
Model Name,XGBoost
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,3
Number of GPUs,
Log Loss - mean,0.49846
Log Loss - std,0.00107
AUC - mean,0.88848
AUC - std,0.00497
Accuracy - mean,0.75919
Accuracy - std,0.00005
F1 score - mean,0.75919
F1 score - std,0.00005
Train time,0.109389
Test time,0.016148
Best Parameters,"{'max_depth': 5, 'lambda': 0.354, 'alpha': 0.132, 'eta': 0.054, 'verbosity': 1, 'nthread': 3, 'objective': 'binary:logistic', 'eval_metric': 'auc'}"
Train energy,2915666.200000
Test energy,361229.400000

Timestamp,2024-06-05 19:04:54.344069
Model Name,RandomForest
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,3
Number of GPUs,
Log Loss - mean,0.30010
Log Loss - std,0.00665
AUC - mean,0.91755
AUC - std,0.00500
Accuracy - mean,0.86134
Accuracy - std,0.00543
F1 score - mean,0.86134
F1 score - std,0.00543
Train time,1.584565
Test time,0.061635
Best Parameters,"{'max_depth': 12, 'n_estimators': 85}"
Train energy,34927376.800000
Test energy,1517855.000000


Timestamp,2024-06-05 19:04:54.487406
Model Name,KNN
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,3
Number of GPUs,
Log Loss - mean,0.47649
Log Loss - std,0.02762
AUC - mean,0.86316
AUC - std,0.00384
Accuracy - mean,0.82301
Accuracy - std,0.00486
F1 score - mean,0.82301
F1 score - std,0.00486
Train time,0.026441
Test time,1.774133
Best Parameters,{'n_neighbors': 25}
Train energy,1678719.000000
Test energy,38927964.400000

Timestamp,2024-06-05 19:04:54.767696
Model Name,LightGBM
Dataset,CaliforniaHousing
Objective,regression
number of features,8
Device,CPU
Number of CPUs,3
Number of GPUs,
MSE - mean,1.01970
MSE - std,0.03027
R2 - mean,0.23398
R2 - std,0.00411
Train time,0.050519
Test time,0.002741
Best Parameters,"{'num_leaves': 34, 'lambda_l2': 0.0013, 'lambda_l1': 2.6e-05, 'learning_rate': 0.071, 'verbosity': -1, 'num_threads': 3, 'objective': 'regression', 'metric': 'mse'}"
Train energy,1212985.400000
Test energy,61877.400000

Timestamp,2024-06-05 19:04:56.295908
Model Name,LinearModel
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,3
Number of GPUs,
Log Loss - mean,0.38444
Log Loss - std,0.00558
AUC - mean,0.85337
AUC - std,0.00437
Accuracy - mean,0.82411
Accuracy - std,0.00312
F1 score - mean,0.82411
F1 score - std,0.00312
Train time,0.022491
Test time,0.005476
Best Parameters,{}
Train energy,74299150.600000
Test energy,706211.600000

Timestamp,2024-06-05 19:04:57.144646
Model Name,KNN
Dataset,CaliforniaHousing
Objective,regression
number of features,8
Device,CPU
Number of CPUs,3
Number of GPUs,
MSE - mean,0.42337
MSE - std,0.01781
R2 - mean,0.68202
R2 - std,0.00726
Train time,0.013569
Test time,0.440319
Best Parameters,{'n_neighbors': 11}
Train energy,860080.800000
Test energy,9981456.400000

Timestamp,2024-06-05 19:04:57.783641
Model Name,RandomForest
Dataset,CaliforniaHousing
Objective,regression
number of features,8
Device,CPU
Number of CPUs,3
Number of GPUs,
MSE - mean,0.29605
MSE - std,0.01207
R2 - mean,0.77741
R2 - std,0.01119
Train time,0.726722
Test time,0.005512
Best Parameters,"{'max_depth': 12, 'n_estimators': 7}"
Train energy,19018078.800000
Test energy,675242.600000

Timestamp,2024-06-05 19:04:58.124187
Model Name,LinearModel
Dataset,CaliforniaHousing
Objective,regression
number of features,8
Device,CPU
Number of CPUs,3
Number of GPUs,
MSE - mean,0.52853
MSE - std,0.01788
R2 - mean,0.60292
R2 - std,0.00885
Train time,0.003839
Test time,0.000326
Best Parameters,{}
Train energy,610057.000000
Test energy,48071.200000


Timestamp,2024-06-05 19:05:08.743532
Model Name,LightGBM
Dataset,Covertype
Objective,classification
number of features,54
Device,CPU
Number of CPUs,3
Number of GPUs,
Log Loss - mean,1.01863
Log Loss - std,0.00050
AUC - mean,0.94585
AUC - std,0.00092
Accuracy - mean,0.51061
Accuracy - std,0.00819
F1 score - mean,0.36806
F1 score - std,0.01672
Train time,3.261499
Test time,0.307100
Best Parameters,"{'num_leaves': 56, 'lambda_l2': 0.168, 'lambda_l1': 1.8e-07, 'learning_rate': 0.0318, 'verbosity': -1, 'num_threads': 3, 'objective': 'multiclass', 'num_class': 7, 'metric': 'multiclass'}"
Train energy,90578942.600000
Test energy,7347393.400000

Timestamp,2024-06-05 19:05:11.911725
Model Name,XGBoost
Dataset,Covertype
Objective,classification
number of features,54
Device,CPU
Number of CPUs,3
Number of GPUs,
Log Loss - mean,1.40157
Log Loss - std,0.00055
AUC - mean,0.97739
AUC - std,0.00065
Accuracy - mean,0.86868
Accuracy - std,0.00081
F1 score - mean,0.86713
F1 score - std,0.00078
Train time,4.598894
Test time,0.388359
Best Parameters,"{'max_depth': 12, 'lambda': 0.164, 'alpha': 0.737, 'eta': 0.096, 'verbosity': 1, 'nthread': 3, 'objective': 'multi:softprob', 'num_class': 7, 'eval_metric': 'mlogloss'}"
Train energy,128256373.000000
Test energy,8916175.800000

Timestamp,2024-06-05 19:05:45.376345
Model Name,ModelTree
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,3
Number of GPUs,
Log Loss - mean,0.31396
Log Loss - std,0.00696
AUC - mean,0.90790
AUC - std,0.00438
Accuracy - mean,0.85215
Accuracy - std,0.00555
F1 score - mean,0.85215
F1 score - std,0.00555
Train time,0.030275
Test time,0.022871
Best Parameters,"{'criterion': 'gradient-renorm-z', 'max_depth': 3}"
Train energy,1085857462.000000
Test energy,6063253.800000

Timestamp,2024-06-05 19:05:45.726671
Model Name,KNN
Dataset,Covertype
Objective,classification
number of features,54
Device,CPU
Number of CPUs,3
Number of GPUs,
Log Loss - mean,0.81247
Log Loss - std,0.01293
AUC - mean,0.89967
AUC - std,0.00150
Accuracy - mean,0.70383
Accuracy - std,0.00236
F1 score - mean,0.68865
F1 score - std,0.00470
Train time,0.025072
Test time,8.381798
Best Parameters,{'n_neighbors': 41}
Train energy,1577608.000000
Test energy,528851429.600000

Timestamp,2024-06-05 19:05:49.105120
Model Name,RandomForest
Dataset,Covertype
Objective,classification
number of features,54
Device,CPU
Number of CPUs,3
Number of GPUs,
Log Loss - mean,0.56987
Log Loss - std,0.00422
AUC - mean,0.96233
AUC - std,0.00050
Accuracy - mean,0.78270
Accuracy - std,0.00380
F1 score - mean,0.77450
F1 score - std,0.00395
Train time,25.496788
Test time,0.375264
Best Parameters,"{'max_depth': 12, 'n_estimators': 48}"
Train energy,568385300.400000
Test energy,8748658.800000

Timestamp,2024-06-05 19:06:00.160174
Model Name,LinearModel
Dataset,Covertype
Objective,classification
number of features,54
Device,CPU
Number of CPUs,3
Number of GPUs,
Log Loss - mean,0.62992
Log Loss - std,0.00084
AUC - mean,0.92819
AUC - std,0.00027
Accuracy - mean,0.72426
Accuracy - std,0.00057
F1 score - mean,0.71407
F1 score - std,0.00050
Train time,0.160461
Test time,0.032163
Best Parameters,{}
Train energy,1063949778.800000
Test energy,3196330.000000

Timestamp,2024-06-05 19:06:05.931323
Model Name,ModelTree
Dataset,CaliforniaHousing
Objective,regression
number of features,8
Device,CPU
Number of CPUs,3
Number of GPUs,
MSE - mean,0.36288
MSE - std,0.02172
R2 - mean,0.72731
R2 - std,0.01585
Train time,0.013532
Test time,0.009001
Best Parameters,"{'criterion': 'gradient-renorm-z', 'max_depth': 3}"
Train energy,491161291.800000
Test energy,2270221.000000


Timestamp,2024-06-05 19:26:04.509533
Model Name,SVM
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,3
Number of GPUs,
Log Loss - mean,0.40052
Log Loss - std,0.00895
AUC - mean,0.84868
AUC - std,0.00512
Accuracy - mean,0.82307
Accuracy - std,0.00593
F1 score - mean,0.82307
F1 score - std,0.00593
Train time,0.104166
Test time,0.028208
Best Parameters,"{'C': 0.1, 'kernel': 'linear', 'degree': 3, 'gamma': 'scale', 'coef0': 0.0, 'shrinking': True, 'probability': False, 'tol': 0.01, 'cache_size': 200, 'class_weight': 'None', 'max_iter': 1000, 'decision_function_shape': 'ovr', 'break_ties': False, 'random_state': 221}"
Train energy,-35294725026.199997
Test energy,980608512.600000

Timestamp,2024-06-05 19:29:10.590565
Model Name,SVM
Dataset,CaliforniaHousing
Objective,regression
number of features,8
Device,CPU
Number of CPUs,3
Number of GPUs,
MSE - mean,0.40282
MSE - std,0.02009
R2 - mean,0.69750
R2 - std,0.00878
Train time,0.021826
Test time,0.012414
Best Parameters,"{'C': 0.1, 'kernel': 'linear', 'degree': 3, 'gamma': 'scale', 'coef0': 0.0, 'shrinking': True, 'probability': False, 'tol': 0.01, 'cache_size': 200, 'class_weight': 'None', 'max_iter': 1000, 'decision_function_shape': 'ovr', 'break_ties': False, 'random_state': 221}"
Train energy,1900176495.400000
Test energy,655710919.000000

Timestamp,2024-06-05 19:38:58.776742
Model Name,LightGBM
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,4
Number of GPUs,
Log Loss - mean,0.52383
Log Loss - std,0.00407
AUC - mean,0.89814
AUC - std,0.00399
Accuracy - mean,0.75919
Accuracy - std,0.00005
F1 score - mean,0.75919
F1 score - std,0.00005
Train time,0.163867
Test time,0.018705
Best Parameters,"{'num_leaves': 24, 'lambda_l2': 0.00015, 'lambda_l1': 6.1e-05, 'learning_rate': 0.024, 'verbosity': -1, 'num_threads': 4, 'objective': 'binary', 'metric': 'auc'}"
Train energy,2859428.600000
Test energy,281005.400000

Timestamp,2024-06-05 19:38:58.816296
Model Name,XGBoost
Dataset,Adult
Objective,binary
number of features,14
Device,CPU
Number of CPUs,4
Number of GPUs,
Log Loss - mean,0.49846
Log Loss - std,0.00107
AUC - mean,0.88848
AUC - std,0.00497
Accuracy - mean,0.75919
Accuracy - std,0.00005
F1 score - mean,0.75919
